JSHSHIR,NS10_CODE,NS11_CODE,NA2_CODE,MONTH,NAC,UPL,YEAR,DISTRICT_NAME
YTT_003147,26,2603,182,10,3039452.249821176,2155723.561871527,2026,Yunusobod tumani
YTT_003117,26,2608,99,7,2092253.993870864,2044687.709162195,2026,Yashnobod tumani
YTT_000568,26,2611,38,12,15465640.813478556,13626379.800362006,2026,Bektemir tumani
YTT_004393,26,2603,181,6,9683564.616827399,8756606.979905924,2026,Yunusobod tumani
YTT_004461,26,2608,47,9,5551509.329235708,4416256.796725731,2026,Yashnobod tumani
YTT_003165,26,2612,181,2,1484975.182355447,1048797.6597167065,2026,Yangihayot tumani
YTT_003964,26,2612,32,1,3076324.176906321,2487986.1590834437,2026,Yangihayot tumani
YTT_002090,26,2601,99,11,4182849.2838827497,3372745.141040516,2026,Mirobod tumani
YTT_003163,26,2607,134,6,3004107.208123303,2874987.6280003497,2026,Sergeli tumani
YTT_004636,26,2612,130,4,499414.04435918864,379624.94842558185,2026,Yangihayot tumani
YTT_003919,26,2606,51,5,861576.4705493478,720879.5221049422,2026,Chilonzor tumani
YTT_002550,26,2601,186,9,4200343.697052891,3494065.708559598,2026,Mirobod tumani
YTT_001622,26,2608,199,3,10065550.752177361,7146510.433079143,2026,Yashnobod tumani
YTT_003901,26,2610,130,7,7809430.762942225,6159499.919532966,2026,Uchtepa tumani
YTT_003247,26,2607,182,8,733060.6107905774,556397.8179431515,2026,Sergeli tumani
YTT_001332,26,2610,182,8,4934349.312543481,3922376.5509651597,2026,Uchtepa tumani
YTT_004365,26,2602,46,9,42437.06231678861,40389.99968171606,2026,Mirzo Ulug'bek tumani
YTT_000732,26,2608,38,1,3834204.519712299,3309220.146864754,2026,Yashnobod tumani
YTT_003692,26,2606,46,9,229007.21486151393,164018.23938582992,2026,Chilonzor tumani
YTT_004938,26,2608,181,3,552762.2629333491,523352.2030032814,2026,Yashnobod tumani
YTT_003217,26,2605,186,1,3501564.711110506,3293196.318820379,2026,Shayxontohur tumani
YTT_004578,26,2603,181,7,6121866.000096772,5186055.050502193,2026,Yunusobod tumani
YTT_000202,26,2603,134,1,1249668.6886476628,975661.2405638616,2026,Yunusobod tumani
YTT_001276,26,2601,38,8,1728696.5438865814,1630724.6965096686,2026,Mirobod tumani
YTT_002117,26,2611,100,6,6592084.461084299,5469214.874085493,2026,Bektemir tumani
YTT_004289,26,2609,182,10,646358.9217349438,474510.5623226697,2026,Olmazor tumani
YTT_003849,26,2607,181,6,414670.21605790715,407255.54361445917,2026,Sergeli tumani
YTT_000263,26,2602,172,5,7403521.749864452,5557454.208593224,2026,Mirzo Ulug'bek tumani
YTT_001732,26,2607,182,12,2056425.3199856807,1601446.5261483232,2026,Sergeli tumani
YTT_002940,26,5026,182,6,10984036.350338984,7848064.564280185,2026,Toshkent shahri (maxsus toifa)
YTT_001531,26,2609,130,1,783886.4766301862,761400.1759962605,2026,Olmazor tumani
YTT_003009,5026,2610,99,3,1634692.619961044,1610275.8076624817,2026,Uchtepa tumani
YTT_001532,26,2608,51,3,8756552.912222603,8530016.518785914,2026,Yashnobod tumani
YTT_003129,26,2611,134,7,4414999.27430695,3436518.613074502,2026,Bektemir tumani
YTT_003557,26,2605,99,10,13729977.320609057,10574850.310110686,2026,Shayxontohur tumani
YTT_002037,26,2603,172,10,3630912.6740171677,2709113.969592789,2026,Yunusobod tumani
YTT_004108,26,2609,134,6,1117842.0896390073,853251.1111031515,2026,Olmazor tumani
YTT_004498,26,2604,134,3,1766785.9516808274,1586448.5055912717,2026,Yakkasaroy tumani
YTT_003283,26,2606,47,12,4689910.931066562,4070639.2117386297,2026,Chilonzor tumani
YTT_000535,26,2603,46,7,11953670.013039552,8742245.977928083,2026,Yunusobod tumani
YTT_001283,26,5026,1,10,537661.8598243865,441631.9614450092,2026,Toshkent shahri (maxsus toifa)
YTT_001510,26,5026,32,8,5604402.318532895,4018048.372706164,2026,Toshkent shahri (maxsus toifa)
YTT_004139,26,5026,46,3,3692046.060613943,3029185.4200221035,2026,Toshkent shahri (maxsus toifa)
YTT_001209,26,2606,134,12,11225892.653570045,9534832.650291422,2026,Chilonzor tumani
YTT_002218,26,2610,182,9,1307372.4992009117,1074430.9331982892,2026,Uchtepa tumani
YTT_001847,26,5026,100,7,8201979.725700103,6611150.333338459,2026,Toshkent shahri (maxsus toifa)
YTT_003413,26,2609,182,9,7908730.110711855,5770925.9170887405,2026,Olmazor tumani
YTT_000499,26,2606,134,11,18067997.18371234,17958149.189042754,2026,Chilonzor tumani
YTT_000424,26,2610,199,3,2998161.262174139,2189334.86566594,2026,Uchtepa tumani
YTT_004946,26,2601,100,12,746286.4465715478,550903.8514789557,2026,Mirobod tumani
YTT_004193,26,2612,199,12,2534458.4071430387,2029832.0708963692,2026,Yangihayot tumani
YTT_003428,26,2612,99,7,654121.3009559928,542946.2624251836,2026,Yangihayot tumani
YTT_003529,26,2605,100,9,49478.12805829077,38168.69283522033,2026,Shayxontohur tumani
YTT_001703,26,2610,99,2,695728.7873670313,636335.01980014,2026,Uchtepa tumani
YTT_001674,26,2607,130,6,4050200.0230007134,3722639.6081154076,2026,Sergeli tumani
YTT_000766,26,5026,130,7,2242896.517468142,2093304.5445227807,2026,Toshkent shahri (maxsus toifa)
YTT_002545,26,2604,38,1,2687339.6072980333,2566713.1980184778,2026,Yakkasaroy tumani
YTT_003226,26,5026,46,6,722182.3673062462,574897.5096867897,2026,Toshkent shahri (maxsus toifa)
YTT_003918,26,5026,181,1,1422200.055695374,1340002.135217736,2026,Toshkent shahri (maxsus toifa)
YTT_000313,26,2608,172,4,12075579.370291147,11939007.281402448,2026,Yashnobod tumani
YTT_004245,26,2602,134,5,5772313.83440234,4257846.488420394,2026,Mirzo Ulug'bek tumani
YTT_000845,5026,2601,186,6,2009977.6166349011,1853382.1056214764,2026,Mirobod tumani
YTT_001515,26,2606,130,2,22706583.484480664,20521018.142178822,2026,Chilonzor tumani
YTT_003717,26,5026,172,10,9128274.387826722,6478308.761980829,2026,Toshkent shahri (maxsus toifa)
YTT_000475,26,2602,51,5,3224615.157241286,3022047.7011358356,2026,Mirzo Ulug'bek tumani
YTT_003212,26,2604,182,9,5871283.118752109,4821759.142615307,2026,Yakkasaroy tumani
YTT_003016,26,2610,182,3,184395.04515333512,159564.85107938378,2026,Uchtepa tumani
YTT_004975,26,2611,100,11,1935195.3623353222,1501084.3078984658,2026,Bektemir tumani
YTT_000796,26,2604,100,11,14325337.021425268,13444642.00885242,2026,Yakkasaroy tumani
YTT_004328,26,2602,46,6,2573287.095933742,2405990.053327324,2026,Mirzo Ulug'bek tumani
YTT_003053,26,2601,130,1,2360523.7108317036,1909561.558996694,2026,Mirobod tumani
YTT_001251,26,2603,182,11,4829351.805530435,4323525.1041952055,2026,Yunusobod tumani
YTT_004751,26,2607,99,12,12024575.356540142,11961051.52528302,2026,Sergeli tumani
YTT_004734,26,2605,100,9,10136030.146725764,7991392.674435484,2026,Shayxontohur tumani
YTT_000054,26,2605,134,8,23544975.7930264,20179515.301320713,2026,Shayxontohur tumani
YTT_004874,26,2610,181,10,99614.47960299895,73769.99259982858,2026,Uchtepa tumani
YTT_004667,26,2610,1,6,1903991.913534507,1719668.7179267243,2026,Uchtepa tumani
YTT_000935,26,2611,51,11,2616222.698075969,2566736.26015956,2026,Bektemir tumani
YTT_003069,26,2610,186,1,679290.921662971,487432.6594698979,2026,Uchtepa tumani
YTT_001336,26,2604,99,8,13055600.812001957,12656584.448128102,2026,Yakkasaroy tumani
YTT_003122,26,2610,38,10,19234473.604761366,17656887.68462165,2026,Uchtepa tumani
YTT_004266,26,2606,32,7,1433104.9819026955,1150152.2764399229,2026,Chilonzor tumani
YTT_004033,26,2610,172,11,7166066.887053834,5926452.149810596,2026,Uchtepa tumani
YTT_000116,26,2605,99,9,1959666.9349254263,1437044.2946293524,2026,Shayxontohur tumani
YTT_004614,26,2611,186,5,536559.4723593604,383503.62321163417,2026,Bektemir tumani
YTT_000135,26,2602,100,8,6554334.567089859,5479282.812760752,2026,Mirzo Ulug'bek tumani
YTT_004402,26,2605,47,5,207215.02665432237,169341.485691718,2026,Shayxontohur tumani
YTT_000971,26,2612,186,2,1142279.5633219678,884308.9009162892,2026,Yangihayot tumani
YTT_002653,26,2601,100,7,4755808.199875369,4461239.24524106,2026,Mirobod tumani
YTT_002065,26,2611,134,12,111159.13948196478,105052.43382948938,2026,Bektemir tumani
YTT_000330,26,2612,46,5,4727244.300740865,4296164.161066386,2026,Yangihayot tumani
YTT_002239,26,2611,99,10,10844727.248540085,9703521.784785353,2026,Bektemir tumani
YTT_003921,26,2601,130,1,987965.2856331919,758489.5241695347,2026,Mirobod tumani
YTT_000587,26,2607,51,2,7969008.409010888,5883283.387590808,2026,Sergeli tumani
YTT_003682,26,5026,181,5,17440214.427191265,15835067.01681553,2026,Toshkent shahri (maxsus toifa)
YTT_001720,26,2605,182,12,9208103.472515238,8152011.129971774,2026,Shayxontohur tumani
YTT_003467,26,2602,130,7,3264018.169208119,2787834.3437410234,2026,Mirzo Ulug'bek tumani
YTT_003003,26,2612,51,6,24920529.35237852,23113561.33571902,2026,Yangihayot tumani
YTT_001037,26,2610,172,2,5107650.512054106,4893517.300070577,2026,Uchtepa tumani
YTT_004680,26,2607,38,7,409641.90472759743,307871.33457354666,2026,Sergeli tumani
YTT_001420,26,2607,130,8,1153823.719438679,960406.980982506,2026,Sergeli tumani
YTT_001569,26,2605,100,12,4089271.955151634,3971032.132548662,2026,Shayxontohur tumani
YTT_002682,26,2606,47,5,2826453.93349141,2644833.197822997,2026,Chilonzor tumani
YTT_000803,26,2611,1,2,4681948.738557757,4086103.1695315973,2026,Bektemir tumani
YTT_003924,26,2611,99,10,17221438.31363893,15945258.401881093,2026,Bektemir tumani
YTT_001474,26,2608,99,2,5201072.609199273,4935868.903106934,2026,Yashnobod tumani
YTT_001182,26,2610,1,12,8960126.2556746,7207598.038137202,2026,Uchtepa tumani
YTT_003412,26,2606,172,9,40687585.940411806,38774898.73102434,2026,Chilonzor tumani
YTT_002704,26,2606,47,5,6085516.940624375,5448003.097198498,2026,Chilonzor tumani
YTT_000945,26,2607,51,3,849977.8051520457,706425.1536269974,2026,Sergeli tumani
YTT_003534,26,2602,38,2,2456202.36367057,1845168.1981189668,2026,Mirzo Ulug'bek tumani
YTT_000009,26,2608,38,2,1957657.7234813562,1715181.9255561165,2026,Yashnobod tumani
YTT_001605,26,2612,51,12,6071696.82223623,4781128.76778509,2026,Yangihayot tumani
YTT_002181,5026,5026,51,8,15999710.438932959,14634915.868787814,2026,Toshkent shahri (maxsus toifa)
YTT_000894,26,2604,51,8,2988392.1674176957,2861421.4026317312,2026,Yakkasaroy tumani
YTT_004927,26,2606,134,7,4377338.606634291,3771143.9905949538,2026,Chilonzor tumani
YTT_004872,26,2606,99,5,1382103.4483086925,1178819.459762924,2026,Chilonzor tumani
YTT_003132,26,2604,38,12,2156010.178548887,1801680.430932185,2026,Yakkasaroy tumani
YTT_003210,5026,2612,100,11,7150286.840150108,5326669.387717047,2026,Yangihayot tumani
YTT_001734,26,2612,134,6,698268.9016465818,553573.9225119688,2026,Yangihayot tumani
YTT_002818,26,5026,1,6,4430059.346893535,3186156.526277036,2026,Toshkent shahri (maxsus toifa)
YTT_002720,26,2612,186,3,2030938.683525923,1865035.1836296606,2026,Yangihayot tumani
YTT_004060,26,2611,47,9,3914554.134395412,3045596.8057420254,2026,Bektemir tumani
YTT_002118,26,2608,186,1,7701112.7072139755,6946827.500693878,2026,Yashnobod tumani
YTT_002777,26,2603,99,9,12144852.387455558,11193713.139925499,2026,Yunusobod tumani
YTT_004729,26,2601,100,7,5785494.860580552,5367010.665078218,2026,Mirobod tumani
YTT_000760,26,2611,47,5,2870399.687684203,2457217.768513112,2026,Bektemir tumani
YTT_001072,5026,2607,1,12,1655989.0449041124,1379571.2051445749,2026,Sergeli tumani
YTT_004099,26,2611,182,10,3696718.169286178,3454900.2525048736,2026,Bektemir tumani
YTT_003740,5026,2606,182,12,13140986.129270887,12873437.946351161,2026,Chilonzor tumani
YTT_000826,26,2607,100,5,91012.8787819394,89217.73982604282,2026,Sergeli tumani
YTT_002084,26,2608,1,8,14162592.639772203,13599531.96028121,2026,Yashnobod tumani
YTT_000874,5026,2604,100,5,750027.10469133,530030.4567804622,2026,Yakkasaroy tumani
YTT_002872,26,2606,134,6,832427.0303232502,765831.5132181763,2026,Chilonzor tumani
YTT_000014,26,2612,51,8,1697924.0368908602,1283049.5296809122,2026,Yangihayot tumani
YTT_003644,26,2607,134,7,1923291.9843458221,1491822.0465938163,2026,Sergeli tumani
YTT_004900,26,2603,46,5,888318.712515366,752175.1727511537,2026,Yunusobod tumani
YTT_001046,26,2606,99,10,3343069.033936676,3039832.3294283226,2026,Chilonzor tumani
YTT_000685,26,2605,100,9,12015090.424156638,8475560.165483471,2026,Shayxontohur tumani
YTT_001374,26,2605,130,10,1957038.5342855833,1449921.2558608644,2026,Shayxontohur tumani
YTT_003301,5026,2602,181,1,4407660.883721758,3976845.6847604853,2026,Mirzo Ulug'bek tumani
YTT_001300,26,2608,99,4,3603962.927036916,3391017.938822275,2026,Yashnobod tumani
YTT_002979,26,5026,181,11,5223592.670691073,4304022.764797045,2026,Toshkent shahri (maxsus toifa)
YTT_003739,5026,2610,199,4,7392745.3595296275,7011751.558441545,2026,Uchtepa tumani
YTT_004090,26,2609,47,9,10679204.547216771,9030166.795303693,2026,Olmazor tumani
YTT_001000,26,2604,47,5,2972493.562219093,2325452.427831964,2026,Yakkasaroy tumani
YTT_003440,26,2604,199,2,1647451.532847569,1647113.6083418948,2026,Yakkasaroy tumani
YTT_000412,26,2602,181,5,1740426.676755823,1330976.1163795562,2026,Mirzo Ulug'bek tumani
YTT_003786,26,2609,46,1,8164599.784490265,6052976.9542792905,2026,Olmazor tumani
YTT_000607,26,2605,199,3,9398203.34086772,6605637.047484782,2026,Shayxontohur tumani
YTT_003667,26,5026,172,11,13122017.22042998,9446370.348666733,2026,Toshkent shahri (maxsus toifa)
YTT_002815,26,2603,199,10,3436713.3901408594,3181855.998594941,2026,Yunusobod tumani
YTT_001778,26,2612,130,6,5815190.945533799,4506541.768339077,2026,Yangihayot tumani
YTT_003369,26,2609,199,7,12096476.645359792,12071668.243659964,2026,Olmazor tumani
YTT_002559,26,2608,51,12,7115373.671097929,6072575.20184365,2026,Yashnobod tumani
YTT_003461,26,2601,181,11,4365646.839834943,4347399.501536776,2026,Mirobod tumani
YTT_003272,26,2602,182,9,9914657.371587748,7783386.212044374,2026,Mirzo Ulug'bek tumani
YTT_004464,26,2610,51,1,3910415.0839494937,3885127.671729579,2026,Uchtepa tumani
YTT_001440,26,2603,38,10,3514723.2479479876,3395686.4384502214,2026,Yunusobod tumani
YTT_002610,26,5026,47,4,1539661.4428601996,1325429.383513181,2026,Toshkent shahri (maxsus toifa)
YTT_004755,26,2607,1,12,2619041.1395285423,2344966.572460189,2026,Sergeli tumani
YTT_000407,26,2612,181,2,2321804.611192316,1937948.8200948886,2026,Yangihayot tumani
YTT_000859,26,2610,134,2,2843365.8117371323,2341875.9324753457,2026,Uchtepa tumani
YTT_000828,26,2603,100,10,65813.92389364864,49459.83846231339,2026,Yunusobod tumani
YTT_003691,26,2603,181,10,730523.3725606236,620429.7500655695,2026,Yunusobod tumani
YTT_000797,26,2610,38,12,803201.6904053336,658346.2121675706,2026,Uchtepa tumani
YTT_003704,26,5026,172,11,10671580.322430672,8733600.27428609,2026,Toshkent shahri (maxsus toifa)
YTT_004460,26,2604,51,6,1851207.5681103389,1632507.157583934,2026,Yakkasaroy tumani
YTT_000551,26,2608,1,12,59845.88960913323,47155.376173899014,2026,Yashnobod tumani
YTT_000156,26,2603,99,12,12238688.286291476,10093292.596573142,2026,Yunusobod tumani
YTT_005000,26,2610,51,6,1354153.381775164,1054601.2255486187,2026,Uchtepa tumani
YTT_000113,26,2606,186,11,6429181.823897217,6054945.827284672,2026,Chilonzor tumani
YTT_000931,26,2605,38,10,9372266.463770553,6740158.325347405,2026,Shayxontohur tumani
YTT_000722,26,2605,130,4,1878930.1612912947,1740076.9243225774,2026,Shayxontohur tumani
YTT_003323,26,2612,181,3,2585987.784473062,1976789.447134371,2026,Yangihayot tumani
YTT_002556,26,2611,182,11,6799877.086726869,5274127.235062703,2026,Bektemir tumani
YTT_004864,5026,2609,99,12,2970994.992217073,2187347.1014448195,2026,Olmazor tumani
YTT_004203,26,2612,38,7,1657512.1213645083,1276243.736636001,2026,Yangihayot tumani
YTT_000385,26,2609,46,4,548178.1274956039,404046.61019896175,2026,Olmazor tumani
YTT_002449,26,2612,47,6,7509549.194519494,7131281.342698705,2026,Yangihayot tumani
YTT_002692,26,2604,51,8,6727834.860175575,5552426.280918661,2026,Yakkasaroy tumani
YTT_000456,26,2612,199,9,1431275.373584921,1255392.0824683192,2026,Yangihayot tumani
YTT_001698,26,5026,47,9,932567.5004874208,724060.468471575,2026,Toshkent shahri (maxsus toifa)
YTT_000318,26,2606,181,7,6100436.404823942,4891020.981809002,2026,Chilonzor tumani
YTT_002684,26,2608,186,12,2163491.6873475467,2041458.7427568638,2026,Yashnobod tumani
YTT_001684,26,5026,182,3,3009905.2618904365,2121478.9468547045,2026,Toshkent shahri (maxsus toifa)
YTT_002826,26,2605,38,10,11307796.463349799,8111494.675310234,2026,Shayxontohur tumani
YTT_003376,26,2604,46,8,736509.6323626634,627529.0475683054,2026,Yakkasaroy tumani
YTT_003049,26,5026,38,12,1493811.8838630836,1261129.5461913198,2026,Toshkent shahri (maxsus toifa)
YTT_001249,26,2608,46,6,1234584.2478060457,1057520.7789682343,2026,Yashnobod tumani
YTT_003731,26,5026,99,7,9345737.065125521,7512849.385160884,2026,Toshkent shahri (maxsus toifa)
YTT_003709,26,2604,47,4,1884708.9882708855,1579159.7124521432,2026,Yakkasaroy tumani
YTT_002029,26,2606,100,8,6069232.758943027,4497402.726853048,2026,Chilonzor tumani
YTT_004003,26,5026,182,6,9223607.86533771,8070902.272152331,2026,Toshkent shahri (maxsus toifa)
YTT_001484,26,2611,51,2,14373347.967475355,10241932.019330636,2026,Bektemir tumani
YTT_000088,26,2608,186,5,252039.60918250633,219791.10980377486,2026,Yashnobod tumani
YTT_002511,26,5026,130,2,96135.35210298751,88419.18157346152,2026,Toshkent shahri (maxsus toifa)
YTT_004370,26,2609,47,10,12635761.618959943,10627798.42134037,2026,Olmazor tumani
YTT_000669,26,2608,181,8,1205721.7986599728,867332.6048327894,2026,Yashnobod tumani
YTT_001807,26,2607,172,10,9026193.493338391,8441078.40220645,2026,Sergeli tumani
YTT_001806,26,2605,199,8,4168458.2022138718,3729620.349364771,2026,Shayxontohur tumani
YTT_002432,26,5026,181,2,21845.553176015517,21351.741690927985,2026,Toshkent shahri (maxsus toifa)
YTT_002722,26,2610,199,1,13532137.191406148,13281907.407090241,2026,Uchtepa tumani
YTT_003936,26,2612,134,8,6452573.341041038,5868196.53471,2026,Yangihayot tumani
YTT_001464,26,2604,186,2,959739.0974739263,916202.8134966029,2026,Yakkasaroy tumani
YTT_001156,26,2609,199,9,266381.9686968145,261765.60003894384,2026,Olmazor tumani
YTT_000633,26,2609,32,11,103624.43765648783,83839.1591805607,2026,Olmazor tumani
YTT_000719,26,5026,100,12,4034135.8294895426,4017693.5210444545,2026,Toshkent shahri (maxsus toifa)
YTT_004673,26,2606,134,8,8880107.965078047,6599973.200533139,2026,Chilonzor tumani
YTT_001907,26,5026,38,12,3744049.387266215,2663744.503821967,2026,Toshkent shahri (maxsus toifa)
YTT_002781,26,2609,51,11,4511097.660040163,3961118.9034363306,2026,Olmazor tumani
YTT_003937,26,2612,172,12,2731204.0999052417,2507604.06563205,2026,Yangihayot tumani
YTT_002588,26,2602,186,4,460609.49021540215,445897.79584929557,2026,Mirzo Ulug'bek tumani
YTT_003347,26,2612,199,4,2472023.1609222256,2370850.91854549,2026,Yangihayot tumani
YTT_004278,26,5026,99,3,7605375.630181049,7447505.537417654,2026,Toshkent shahri (maxsus toifa)
YTT_001365,26,5026,99,8,7175055.496631175,6687454.548566017,2026,Toshkent shahri (maxsus toifa)
YTT_003012,26,2610,51,5,1205617.5972539375,967224.6867025278,2026,Uchtepa tumani
YTT_000811,26,2611,130,11,58566.161747048514,50779.41823430436,2026,Bektemir tumani
YTT_003866,26,2609,99,6,2771827.4246819336,2397206.2781084063,2026,Olmazor tumani
YTT_004256,26,2601,51,4,921001.6621628017,836410.9897261857,2026,Mirobod tumani
YTT_003493,26,2607,100,12,1521821.0611677605,1412122.7183989284,2026,Sergeli tumani
YTT_000547,26,2611,199,12,5961986.687749041,4845977.527213358,2026,Bektemir tumani
YTT_004609,26,2605,1,3,1452978.1090499863,1105883.7501945433,2026,Shayxontohur tumani
YTT_002186,26,2612,199,12,15158405.404968856,14206941.388492033,2026,Yangihayot tumani
YTT_002986,26,2610,47,2,3725998.360792306,3418503.1979294405,2026,Uchtepa tumani
YTT_004445,26,2606,1,1,2573411.370381548,1926145.3644549202,2026,Chilonzor tumani
YTT_002853,26,2606,100,1,438137.6190941361,313567.60695056216,2026,Chilonzor tumani
YTT_000094,26,2606,172,6,8381319.382716748,5964667.4289868735,2026,Chilonzor tumani
YTT_003799,26,2603,38,12,3317866.9851385374,2626665.503348773,2026,Yunusobod tumani
YTT_000401,26,2602,46,8,608199.7041456109,607650.5915559009,2026,Mirzo Ulug'bek tumani
YTT_004189,26,2604,134,10,2261992.8113053907,2148853.1142599373,2026,Yakkasaroy tumani
YTT_004866,26,2602,51,1,6060319.3805624815,5395063.47754151,2026,Mirzo Ulug'bek tumani
YTT_003489,26,2605,51,2,1484162.885008036,1242004.1418138947,2026,Shayxontohur tumani
YTT_000687,26,2605,186,12,15301312.641144924,13082940.781774439,2026,Shayxontohur tumani
YTT_001672,26,2611,32,6,1891742.606809478,1650857.2826543318,2026,Bektemir tumani
YTT_004799,26,2606,99,7,4349976.614672184,4277196.607005409,2026,Chilonzor tumani
YTT_001489,26,2612,100,7,8705747.359169854,6815168.867982566,2026,Yangihayot tumani
YTT_004303,26,2609,199,2,1547822.0669909192,1322394.290844612,2026,Olmazor tumani
YTT_002579,26,2608,99,2,7666719.087530738,7122271.302359544,2026,Yashnobod tumani
YTT_004380,26,2607,51,2,6886542.79177034,5731909.556300666,2026,Sergeli tumani
YTT_003317,26,2606,47,12,1280151.0193212475,1131202.372894624,2026,Chilonzor tumani
YTT_004367,26,2605,51,10,6056066.914959851,5171675.1951840995,2026,Shayxontohur tumani
YTT_002943,26,2609,172,7,3666387.65978906,3415135.3629926145,2026,Olmazor tumani
YTT_000521,26,2603,99,10,1043542.6472223066,840340.5046403995,2026,Yunusobod tumani
YTT_004306,26,2601,51,5,3396977.940971602,2648565.399261994,2026,Mirobod tumani
YTT_004867,26,2607,199,3,213606.60939309694,189504.66711123326,2026,Sergeli tumani
YTT_001512,26,2603,172,8,3999357.5510042817,3100199.8818513597,2026,Yunusobod tumani
YTT_003551,26,2601,99,1,11174695.886394175,10233265.832563546,2026,Mirobod tumani
YTT_002051,26,2608,99,4,1438401.9304248926,1237796.862671637,2026,Yashnobod tumani
YTT_004532,26,2604,134,12,4017291.6539906855,3608701.5417541633,2026,Yakkasaroy tumani
YTT_001768,26,2611,32,8,2595219.963428664,1971100.0870827055,2026,Bektemir tumani
YTT_000713,26,2608,51,3,2722518.5174313555,2320808.561025095,2026,Yashnobod tumani
YTT_001519,26,2602,99,1,1025007.9306361341,912563.3379925345,2026,Mirzo Ulug'bek tumani
YTT_001654,26,5026,181,11,5337183.928378792,4073010.6670471597,2026,Toshkent shahri (maxsus toifa)
YTT_001649,26,2605,32,9,572716.3349510698,561258.0645872157,2026,Shayxontohur tumani
YTT_002014,26,2612,38,10,9618978.632550595,7230184.936490227,2026,Yangihayot tumani
YTT_000489,26,2604,99,5,153807.74262487635,143224.6560726747,2026,Yakkasaroy tumani
YTT_002938,26,2603,47,10,4461811.230467595,4374340.03507758,2026,Yunusobod tumani
YTT_000223,26,2601,130,9,604882.7882447572,546113.910872744,2026,Mirobod tumani
YTT_004829,26,2608,38,5,1861337.2529886619,1852537.250719415,2026,Yashnobod tumani
YTT_001972,26,2604,199,4,9263216.844079623,7820879.085909508,2026,Yakkasaroy tumani
YTT_004906,26,2612,186,4,830524.3870282259,707337.4796801315,2026,Yangihayot tumani
YTT_003909,26,2607,46,8,3234547.0071054413,3169383.390990982,2026,Sergeli tumani
YTT_001845,26,2603,186,6,7848839.828464313,6866993.874164099,2026,Yunusobod tumani
YTT_003797,26,2601,182,3,4989910.106415319,4385905.440648087,2026,Mirobod tumani
YTT_001645,26,2603,51,8,7800518.95622446,6945273.8021898065,2026,Yunusobod tumani
YTT_000762,26,2601,182,8,8650589.370630125,7226895.278143148,2026,Mirobod tumani
YTT_000048,26,2606,181,11,6674525.161483274,5625174.10496862,2026,Chilonzor tumani
YTT_002955,26,2607,38,10,7985506.775611294,5958932.854762079,2026,Sergeli tumani
YTT_003013,26,2612,172,5,2676283.0507150814,1885287.9467154483,2026,Yangihayot tumani
YTT_002200,26,2606,181,5,1352357.2649813506,1128396.8371729313,2026,Chilonzor tumani
YTT_004514,26,2605,186,9,8937114.818523632,7333366.595861623,2026,Shayxontohur tumani
YTT_003054,26,2603,134,4,2207565.2232181327,2200624.6113349916,2026,Yunusobod tumani
YTT_000303,26,2607,182,11,5813992.962178942,5174366.786329721,2026,Sergeli tumani
YTT_001460,26,2603,172,5,15769376.09840356,12543734.150480364,2026,Yunusobod tumani
YTT_001435,26,2607,199,7,398522.1309002295,375868.1188394111,2026,Sergeli tumani
YTT_000955,26,2601,199,4,415762.10881567217,343166.24582964805,2026,Mirobod tumani
YTT_004616,26,2609,134,9,6589456.035429883,5820360.806135798,2026,Olmazor tumani
YTT_001705,26,2604,32,2,4262510.932014705,3552554.138002774,2026,Yakkasaroy tumani
YTT_004040,26,5026,51,6,3895285.5574638154,2830104.4082770236,2026,Toshkent shahri (maxsus toifa)
YTT_000614,26,2605,172,11,3517661.716073397,3251763.1507138326,2026,Shayxontohur tumani
YTT_003335,26,2602,181,6,900025.2631400008,724886.4494610808,2026,Mirzo Ulug'bek tumani
YTT_000353,26,2611,1,9,11727004.095072806,10327393.55391548,2026,Bektemir tumani
YTT_001325,26,2608,172,11,1437585.1647942541,1272069.1115161567,2026,Yashnobod tumani
YTT_002798,5026,2603,172,6,14262571.801935693,13214564.604390766,2026,Yunusobod tumani
YTT_004959,26,2606,100,1,2909828.1203268184,2662326.5172036253,2026,Chilonzor tumani
YTT_003273,26,5026,181,5,4460810.872230306,4053013.5339869005,2026,Toshkent shahri (maxsus toifa)
YTT_002270,26,5026,172,9,3194400.631129361,2603030.181671401,2026,Toshkent shahri (maxsus toifa)
YTT_000037,5026,2604,1,9,5266250.1380457645,5039198.5987668745,2026,Yakkasaroy tumani
YTT_002718,26,2608,199,7,1126073.5438220578,814683.3878426647,2026,Yashnobod tumani
YTT_000893,26,2611,181,6,9632606.073253,8727433.34291226,2026,Bektemir tumani
YTT_000472,26,2609,51,5,1078320.190107424,846972.8507938065,2026,Olmazor tumani
YTT_000129,26,2602,186,5,7835550.628596864,6851483.567842655,2026,Mirzo Ulug'bek tumani
YTT_000697,26,2610,199,8,10342857.086058442,7474434.759600254,2026,Uchtepa tumani
YTT_001547,26,2611,32,4,149597.54988469716,112718.54264392855,2026,Bektemir tumani
YTT_001891,26,2607,134,7,10461544.61589125,10186882.16297336,2026,Sergeli tumani
YTT_000371,26,2602,99,5,14890685.589780463,14884508.870102214,2026,Mirzo Ulug'bek tumani
YTT_002284,26,2606,99,9,7224794.227229091,6226940.003765204,2026,Chilonzor tumani
